access,defibrillator:location,defibrillator:location:pl,description,description:pl,indoor,latitude,location,longitude,note,note:pl,opening_hours,operator,osm_id,phone,wikimedia_commons
,Samochody ratowniczo-gaśnicze,,,,yes,54.61133,,18.1999726,,,,Jednostka Ratowniczo-Gaśnicza nr 1 w Wejherowie,8951221430,,
yes,Na zewnętrznej ścianie przychodni stomatologicznej,,,,,53.67533,,17.3781652,,,24/7,Stomatologia Uśmiechnij Się,8954316260,+48 59 834 14 22,
yes,Przy placu zabaw,,,,no,53.84552,,22.9871807,,,,Urząd Miejski w Augustowie,8974935636,+48 537189920,
yes,przy ścianie budynku,,,,no,53.1340446,,23.1457953,,,24/7,Urząd Miejski w Białymstoku,8975800244,,
yes,Przy chodniku obok Amfiteatru na plaży miejskiej.,,,,no,53.8538262,,22.9854444,,,,Urząd Miejski w Augustowie,8977465134,+48 537189920,
yes,hotel lobby - hotel reception,,,,yes,53.9182952,,14.2642732,,,24/7,,8979286125,,
,hala basenowa obok pokoju ratownika,,,,yes,54.5447032,,18.4588112,,,,,8980816577,,
no,,,,,yes,51.4678768,,21.4406313,,,,,8984141193,,
yes,W recepcji na prawej ścianie,,,,yes,50.0885359,,18.5421263,,,24/7,,8988213764,,
customers,zadaszenie przy pawilonie lwów,,,,no,54.4100584,,18.5392332,,,,WBiZK,9006446183,+48 58 778 60 00,
customers,elewacja pawilonu żyraf,,,,no,54.4094266,,18.5349682,,,,WBiZK,9006451468,+48 58 778 60 00,
,przedsionek budynku przy drzwiach,,,,no,54.4133427,,18.5338125,,,,,9006504092,,
yes,Na ścianie przy kasach biletowych.,,,,yes,50.8324272,,15.5188538,,,Mo-Su 06:00-21:00,PKP S.A.,9006854432,,
yes,Na ścianie remizy,,,,no,50.0235896,,18.3382805,,,24/7,Ochotnicza Straż Pożarna w Syryni,9022432391,,
,Błonia przy EnduroTrails,,,,no,49.7794242,przy Enduro Trails,19.0550669,,,,,9029163837,,
yes,wolnostojący postument,,,,no,54.3483917,,18.606951,,,,WBiZK,9035605973,+48 58 778 60 00,
private,Samochód ratowniczo-gaśniczy,,,,yes,50.8118353,,20.2613098,,,,Małogoszcz,9036458931,,
private,Samochód ratowniczo-gaśniczy,,,,,50.7403403,,20.4043217,,,,OSP Brzegi,9036458932,,
private,AED w samochodzie bojowym,,,,yes,50.6806047,,20.1069582,,,,OSP Nagłowice,9036458937,+48 690670702,
private,Samochód ratowniczo-gaśniczy,,,,,50.9204189,,20.4232553,,,,OSP Promnik,9036458938,,
private,Samochód ratowniczo-gaśniczy,,,,,50.8491712,,20.9418845,,,,OSP Bieliny,9036458939,,
private,Samochód ratowniczo-gaśniczy,,,,,50.6151813,,20.7488947,,,,OSP Chmielnik,9036458940,,
private,Samochód ratowniczo-gaśniczy,,,,,50.8809606,,20.7138948,,,,OSP Wola Kopcowa,9036458941,,
private,Samochód ratowniczo-gaśniczy,,,,,50.943385,,20.419971,,,,OSP Strawczyn,9036458942,,
,,,,,yes,50.9445961,,20.4307231,,,,,9036458943,,
,,,,,yes,50.7552732,,20.4606018,,,,,9036458944,,
private,Samochód ratowniczo-gaśniczy,,,,,50.6986381,,20.4540042,,,,OSP Sobków,9036458945,+48 506514879,
private,Samochód ratowniczo-gaśniczy,,,,,50.798319,,20.5708137,,,,OSP Kowale,9036458946,,
private,Samochód ratowniczo-gaśniczy,,,,,50.7309933,,20.5724176,,,,OSP Zbrza,9036458955,,
private,Samochód ratowniczo-gaśniczy,,,,,51.0355098,,20.4781409,,,24/7,OSP Zaborowice,9036458956,,
private,Samochód ratowniczo-gaśniczy,,,,,50.744448,,20.6160922,,,,OSP Morawica,9036458957,,
private,Samochód ratowniczo-gaśniczy,,,,,50.7317507,,20.6435325,,,,OSP Wola Morawicka,9036458958,,
private,Samochód ratowniczo-gaśniczy 309T52,,,,yes,50.7858537,,20.6190949,,,,OSP Bilcza,9036458959,,
yes,Samochód ratowniczo-gaśniczy 319T07,,,,yes,50.7734594,,20.5764462,,,,OSP Brzeziny,9036458960,,
private,Samochód ratowniczo-gaśniczy,,,,,50.7174318,,20.6716992,,,,OSP Brudzów,9036458965,,
private,Samochód ratowniczo-gaśniczy,,,,,50.8128979,,20.6890915,,,,OSP Suków,9036458968,,
private,Samochód ratowniczo-gaśniczy,,,,,50.8710032,,20.647062,,,,PSP Kielce,9036458969,,
private,Samochód ratowniczo-gaśniczy,,,,,50.8881469,,20.6240182,,,,PSP Kielce,9036458970,,
private,Samochód ratowniczo-gaśniczy,,,,,50.8750582,,20.5997505,,,,PSP Kielce,9036458971,,
private,Samochód ratowniczo-gaśniczy,,,,,50.9039517,,20.5753819,,,,OSP Niewachlów-Kielce,9036458972,,
private,Samochód ratowniczo-gaśniczy,,,,,50.9906701,,20.6164992,,,,OSP Samsonów,9036458973,,
private,Samochód ratowniczo-gaśniczy,,,,yes,50.9686987,,20.6786185,,,,OSP Zagnańsk Chrusty,9036458974,,
private,Samochód ratowniczo-gaśniczy,,,,,50.9492361,,20.6747965,,,,OSP Zabłocie,9036458975,,
private,Samochód ratowniczo-gaśniczy,,,,,51.0076585,,20.3992763,,,24/7,OSP Grzymałków,9036458976,,
private,Samochód ratowniczo-gaśniczy,,,,,51.0124378,,20.4825287,,,24/7,OSP Mniów,9036458977,,
yes,wolnostojący postument,,,,no,54.3600614,,18.6484417,,,24/7,WBiZK,9037965180,+48 58 778 60 00,
yes,elewacja budynku,,,,no,54.3515333,outside,18.6412171,,,,WBiZK,9043953870,+48 58 778 60 00,
yes,,Słupek wolnostojący na przystanku tramwajowym,,,no,54.4071102,,18.6385524,,,24/7,Miasto Gdańsk,9044679854,+48 58 778 60 00,
,"wewnątrz sali ekspozycyjnej InfoBoxu, obok drzwi",,,,yes,54.5187703,,18.541816,,,Mo-Fr 10:00-19:00; Sa 11:00-18:00; Su 11:00-16:00,,9064304768,,
,przy wejściu wewnątrz budynku Studenckiego Domu Marynarza 2,,,,yes,54.5144664,,18.5481411,,,,,9066402827,,
,przy wejściu wewnątrz budynku Wydziału Nawigacyjnego,,,,yes,54.5183758,,18.5547839,,,,,9066402828,,
,przy wejściu wewnątrz budynku B (głównego),,,,yes,54.5263972,,18.5116964,,,,,9066402829,,
,W recepcji budynku IGK1.,,,,yes,54.3806551,,18.4843412,,,,Intel Technology Poland,9067349657,,
,W recepcji budynku IGK3.,,,,yes,54.3819855,,18.4840494,,,,Intel Technology Poland,9067349658,,
,,,,,,49.7493002,,18.6336433,,,,,9071325407,,
,,,,,yes,51.7548446,,20.2350055,,,,,9072217711,,
customers,"hol główny, przy przejściu do korytarza, na ścianie",,apteczka,,yes,52.412337,,16.9514012,,,Tu-Fr 09:00-18:00; Sa-Su 10:00-19:00; Mo off,Poznańskie Centrum Dziedzictwa - Brama Poznania,9081670920,+48 61 647 76 00,
yes,na elewacji budynku,,,,no,50.3450594,,19.0886882,,,,OSP Grodziec,9091442233,,
,filar przy windzie obok głównego wejścia,,,,yes,54.3709009,,18.6130391,,,,,9098387181,,
,ściana przy głównym wejściu do Urzędu Miejskiego w Łowiczu,,,,no,52.1081329,,19.9450275,,,24/7,,9101929296,,
,,,,,yes,53.1264839,,18.013435,,,,,9103908455,,
yes,Centrum Medyczne Medyk,,,,yes,50.0185278,,21.9721935,,,Mo-Fr 07:00-18:00,aedmax.pl,9113127661,,
,,,,,yes,50.8121673,,19.119335,,,,,9166027717,,
,przy wejściu do szkoły,,,,no,51.9892419,,17.0595013,,,,,9176919323,,
yes,,,,,yes,50.8747893,,20.6329602,,,24/7,,9177124291,,
,Trawnik w pobliżu schodków pomiędzy pomostem i wiatą rowerową,,zamknięty w szafce typu SmartCase,,no,53.856679,,22.9722288,,,,,9191176653,,
yes,,,,,yes,50.0126835,,18.4796892,,,24/7,,9204545318,,
yes,Na scianie budynku,,,,no,50.1205196,,19.6131835,,,24/7,OSP Tenczynek,9233385124,+48 692500867,
,Schronisko PTTK Morskie Oko,,,,yes,49.2013562,,20.0712319,,,,,9266835810,,
,W portierni,,,,yes,51.2503396,,22.55349,,,,Urząd Wojewódzki,9267985601,,
,,,,,,51.2311865,,22.6124893,,,,,9268024257,,
,,,,,,51.4118996,,22.8551157,,,,,9268050385,,
permit,w rozlewni Gaspol. Raczej tylko dla pracowników w godzinach pracy,,,,,51.4574652,,22.585516,,,,GasPol,9268050386,,
,,,,,,51.4505039,,22.42199,,,24/7,,9268050387,,
yes,Na ścianie przy wejściu do świetlicy (żółty budynek),,,,no,51.6167983,,22.4573962,,,,,9280177340,,
yes,Ściana budynku od strony głównej ulicy,,,,no,50.1324965,,19.586617,,,24/7,OSP Wola Filipowska,9316178939,+48 508052467,
yes,Na ścianie przy wejściu do budynku,,,,no,50.5492651,,19.4554859,,,24/7,,9319142872,,
,Toyota,,,,yes,50.807554,,16.3218102,,,,TME,9327005650,,
yes,Po prawej stronie wejścia głównego do szkoły (od strony ul. Śniadeckich),,,,,53.1643177,,16.7499956,,,24/7,,9328104387,,
private,Budynek Dyspozytorni (za szlabanem po prawej stronie),,,,yes,53.163586,,16.752128,,,24/7,,9328104388,,
private,Budynek Głównej Hali Warsztatowej - Pomieszczenie Mistrzów Produkcji,,,,yes,53.1633384,,16.7598903,,,Mo-Fr 07:00-15:00,,9328104389,,
customers,Punkt Obsługi Klienta (ściana naprzeciw POK),,,,yes,53.162232,,16.7554995,,,Mo-Fr 07:00-16:00,,9328104390,,
customers,"na parterze, korytarz po prawej stronie przy pokoju 121",,,,yes,53.1572803,,16.7511973,,,Mo-Fr 07:30-15:30,,9328104391,,
private,wewnątrz budynku,,,,yes,53.1534861,,16.7522862,,,,,9328104392,,
private,Punkt ochrony (przy wejściu głównym),,,,yes,53.1565726,,16.7637527,,,,,9328104393,,
private,Hala sportowa,,,,yes,53.1557331,,16.7644179,,,,,9328104394,,
customers,Punkt medyczny na nowej i starej hali basenowej,,,,yes,53.1596155,,16.7700613,,,Mo-Su 07:00-22:00,,9328104395,,
customers,wewnątrz budynku,,,,yes,53.162626,,16.7718691,,,Mo-Fr 07:30-15:30,,9328104396,,
customers,Plebania Kościoła Rzymskokatolickiego,,,,yes,53.1751995,,16.7528683,,,Mo-Fr 09:00-17:00; Sa 09:00-17:00; Su 08:00-18:30,,9328104397,,
private,Budynek Elektrociepłwoni Koszyce - Hala kotłów,,,,yes,53.1723394,,16.7628515,,,24/7,,9328104398,,
private,Przychodnia ENEL-MED.,,,,yes,53.1695001,,16.774452,,,Mo-Fr 07:00-15:00,,9328104399,,
private,Budynek B61 - Wydział HID-Metale (wejście od ul. Powstańców Wielkopolskich),,,,yes,53.1688618,,16.7774105,,,24/7,,9328104400,,
private,Budynek B1 - Hala Produkcyjna (wejście od ul. Kossaka),,,,yes,53.1668101,,16.7771101,,,24/7,,9328104401,,
yes,"Po prawej stronie wejścia głównego (za szlabanem, od ul. Lelewela)",,,,,53.1533977,,16.7831236,,,24/7,Urząd Miasta Piły,9328104402,,
yes,Przy wejściu do sklepu,,,,,53.1471982,,16.7815062,,,24/7,Urząd Miasta Piły,9328104403,,
customers,Wewnątrz budynku,,,,yes,53.156407,,16.738084,,,Mo-Fr 07:30-15:30,,9328104404,,
permit,Hol główny biurowca,,,,yes,53.1472754,,16.7561352,,,Mo-Fr 07:00-15:00,,9328104405,,
customers,Wewnątrz budynku,,,,yes,53.1459129,,16.7438668,,,,,9328104407,,
customers,Dyżurka Ochrony,,,,yes,53.1444119,,16.7452937,,,Mo-Fr 08:00-21:00; Sa 10:00-21:00,,9328104408,,
yes,Wewnątrz budynku,,,,yes,53.1431313,,16.743958,,,24/7,,9328104409,,
yes,Po lewej stronie wejścia do sklepu (od strony ul. Wysokiej),,,,,53.1394405,,16.7412114,,,24/7,,9328104410,,
customers,Punkt Obsługi Klienta,,,,yes,53.1369046,,16.7680389,,,Mo-Fr 10:00-19:00; Sa 10:00-14:00,,9328104411,,
no,Główny Hol - Punkt Pierwszej Pomocy,,,,yes,53.1189902,,16.7748841,,,24/7,,9328104412,,
no,Punkt Ochrony,,,,,53.1176459,,16.777611,,,,,9328104413,,
yes,Po lewej stronie wejścia głównego,,,,,53.1016213,,16.7541931,,,24/7,,9328104414,,
yes,Po lewej strony wejścia głównego (od strony ul. Dzieci Polskich),,,,,53.1524132,,16.7290247,,,24/7,,9328104415,,
customers,wewnątrz budynku,,,,yes,53.1487304,,16.7272557,,,Mo-Fr 08:00-16:00,,9328104416,,
customers,Przy wejściu do Biura Obsługi Klienta,,,,yes,53.1495885,,16.7251453,,,Mo-Fr 08:00-17:00,,9328120917,,
private,Dyżurka Ochrony (przy wjeździe na teren firmy),,,,,53.1427608,,16.7232121,,,24/7,,9328120918,,
yes,Po prawej stronie wejścia głównego,,,,,53.1450316,,16.7193762,,,24/7,,9328120919,,
yes,Po prawej stronie wejścia głównego,,,,,53.1537277,,16.7182585,,,24/7,,9328120920,,
yes,Korytarz przy wejściu głównym,,,,,53.1412268,,16.7140141,,,"Mo-Fr 07:30-22:00; Sa,Su 07:00-15:00",,9328120921,,
yes,Po prawej stronie wejścia do sklepu,,,,,53.1531811,,16.7057,,,24/7,,9328120922,,
no,Budynek Kotłowni Rejonowej Krzywa - w sezonie grzewczym (01.10-15.05) dostęp 24h,,,,,53.1461409,,16.6990022,,,Mo-Fr 07:00-15:00,,9328120923,,
yes,Po lewej stronie wejścia do sklepu (od strony ul. Kamiennej),,,,,53.1656935,,16.686502,,,24/7,,9328120924,,
customers,Korytarz,,,,yes,53.1542936,,16.7161091,,,Mo-Fr 07:30-15:30,,9328120925,,
yes,Po prawej stronie wejścia głównego,,,,,53.1486063,,16.7119474,,,24/7,,9328120926,,
no,Hala produkcyjna (na środku zakładu),,,,,53.1558464,,16.6854402,,,Mo-Fr 06:00-15:00,,9328120927,,
yes,Będąc na zewnątrz na lewo od wejścia,,,,no,53.6691745,,17.9092965,,,,Nadleśnictwo Woziwoda,9328346494,+48 52 336 09 10,
yes,"Na ścinie, przy głównym wejściu od strony ulicy Sportowej.",,,,no,52.602224,,16.5945968,,,24/7,,9331892872,,
,,,,,no,51.1736602,,22.2811131,,,,,9335664681,,
,,,,,,51.2648492,,22.6229774,,,,,9335664682,,
,,,,,,51.2630923,,22.5711792,,,,,9335664683,,
,,,,,,51.2664465,,22.5601286,,,,,9335664684,,
,,,,,,52.0193014,,23.1294094,,,,,9335664685,,
,,,,,,52.0462102,,23.11512,,,,,9335664686,,
,,,,,,51.4351361,,21.9507888,,,,,9335664687,,
,,,,,,51.5397718,,21.856429,,,,,9335664688,,
yes,"w budynku Policji, całodobowo",,,,yes,51.6288487,,21.9306867,,,24/7,,9335664689,,
,,,,,,52.21192,,20.9841642,,,,,9338361479,,
,,,,,,49.6771323,,21.775881,,,9:00-21:00,Centrum Handlowe VIVO!,9338368178,,
,,,,,yes,49.6922752,,21.7755692,,,24/7,,9338368179,,
,,,,,,49.6962901,,21.7543251,,,,,9338368180,,
,W przedsionku biblioteki,,,,yes,50.8355008,,19.1313507,,,Mo 12:00-15:00; Tu-Fr 10:00-18:00,,9338521463,+48 34 362 35 87,
permit,,W recepcji budynku na parterze,,,yes,54.3751595,,18.5050864,,W budynku LCS Pomorska Kolej Metropolitalna,24/7,Pomorska Kolej Metropolitalna SA,9339651750,+48 58 350 11 00,
customers,Hala Sportowa,,,,yes,53.8006728,,22.3500531,,,,,9340067757,,
customers,,,,,,53.8078985,,22.3691407,,,,Biedronka,9340067758,,
yes,,,,,,53.8208818,,22.3464264,,,,,9340067759,,
yes,,,,,,53.8214599,,22.3528566,,,,,9340067760,,
yes,,,,,,53.8227041,,22.3591402,,,,,9340067761,,
yes,,,,,,53.8235168,,22.3551571,,,,,9340067762,,
yes,Defibrylator AED znajduje się na ścianie kościoła.,,,,,53.8290114,,22.3675544,,,24/7,Kościół pw. Opatrzności Bożej,9340067763,,
customers,,,,,,53.8326306,,22.357539,,,,Biedronka,9340067764,,
customers,,,,,,53.8287542,,22.3481767,,,,,9340067765,,
customers,,,,,,53.8313448,,22.3435615,,,,Biedronka,9340067766,,
customers,,,,,,53.8353649,,22.3409626,,,,Biedronka,9340067767,,
private,W budynku remizy,,Na wyposażeniu jednostki OSP,,yes,52.5038031,,18.7147527,,,,OSP Topólka,9340403119,,
yes,"na ścianie budynku, na lewo od wejścia do muzeum",,,,no,53.1321486,,23.1665955,,,24/7,Urząd Miejski w Białymstoku,9343982453,,
customers,W budynku Mazowieckiego Wojewódzkiego Ośrodka Medycyny Pracy,,,,yes,51.4089151,,21.1475552,,,7:00-17:00,Mazowiecki Wojewódzki Ośrodek Medycyny Pracy - Oddział w Radomiu,9344502046,48 330 93 00,
,Na ścianie remizy od strony ulicy 3 maja,,,,no,52.3071437,,15.4425774,,,24/7,OSP Lubrza,9347486797,,
yes,"na ścianie przy wejściu do budynku, między bramami wjazdowymi pojazdów ratowniczych",,,,no,52.6880131,,15.0678182,,,24/7,OSP Bogdaniec,9347499702,+48 609093112,
customers,W punkcie obsługi klienta Auchan Kołbaskowo.,,,,yes,53.3843956,,14.505036,,,Mo-Sa 7:30-22:00; Su 8:00-20:00,Auchan Kołbaskowo,9347595917,+48918838644,
,w zakrystii licheńskiej bazyliki,,,,yes,52.3236765,,18.357824,,,Su-Th 5:30-21:30; Fr-Sa 5:30-22:30,Sanktuarium Maryjne w Licheniu Starym,9347597812,,
yes,,Słupek wolnostojący na przystanku tramwajowym,,,no,54.3577252,,18.5831514,,,24/7,Miasto Gdańsk,9351139759,+48 58 778 60 00,
private,Na ścianie w punkcie obsługi klienta,,,,yes,51.1670408,,17.1656978,,,Mo-Sa 06:00-21:00; Su 09:00-20:00,Leroy Merlin,9353705540,,
yes,Na ścianie przy głównym wejściu do szkoły,,,,no,52.6139131,,16.5877902,,,24/7,,9360555014,,
yes,Na ścianie od strony ulicy Dworcowej,,,,no,52.6044631,,16.5851563,,,24/7,,9360607611,,
yes,Na ścianie remizy,,,,no,52.3653733,,16.8076979,,,24/7,,9361067294,,
,Kantorek ochroniarza przed szatnią,,,,yes,52.4039499,,16.9497957,,,,Politechnika Poznańska,9362634308,,
customers,Przy wejściu do sklepu,,,,yes,52.4425692,,16.758759,,,Mo-Sa 06:30-21:00; Su 09:00-20:00,,9362897346,,
customers,,,,,yes,52.4415754,,16.7613849,,,Mo-Sa 9:00-21:00; Su 9:00-20:00,Decathlon,9362897368,,
permit,Punkt obsługi klienta sklepu Auchan,,,,yes,52.4398789,,16.7651536,,,Mo-Sa 07:00-22:00; Su 09:00-21:00,Auchan,9362897385,,
,,,,,,51.3062046,,22.8825872,,,,,9366861918,,
,,,,,,51.2437499,,22.5404379,,,,,9366879092,,
,,,,,,51.2189072,,22.6506792,,,,,9366879093,,
yes,"Na parterze, przy sklepie Rossmann",,,,yes,51.2166108,,22.6981008,,,Mo-Sa 10:00-20:00,Galeria Venus,9366879094,81 759 16 16,
,korytarz,,,,yes,51.2565498,,22.5991312,,,,,9366885735,,
,,,,,,51.2278134,,22.6241986,,,,,9366885736,,
,,,,,,51.24762,,22.6165914,,,,,9366885737,,
,,,,,,51.2391158,,22.5091359,,,,,9366885738,,
,,,,,,51.2051311,,22.5530967,,,,,9366885739,,
,,,,,,50.480826,,23.0585511,,,,,9366885740,,
,,,,,,50.8934477,,23.1549021,,,,,9366885741,,
,,,,,,50.9821772,,23.163665,,,,,9366885742,,
,,,,,,51.1254605,,23.2420985,,,,,9366885743,,
,,,,,,50.8051982,,23.8912453,,,,,9366885744,,
private,,,,,yes,50.5223175,,22.6967375,,,,Black Red White,9366885745,,
,,,,,,50.5233182,,22.7027117,,,,,9366885746,,
,,,,,yes,50.9639068,,22.1686686,,,,Biedronka,9366885747,,
yes,Na ścianie tuż przy wejściu do Gminnego Ośrodka Informacji,,,,no,52.3175052,,16.1280734,,,24/7,,9367426100,,
customers,Wewnątrz Pałuckiego Banku Spółdzielczego,,,,yes,52.8084252,,17.2012511,,,Mo-Fr 8:00-17:00,Pałucki Bank Spółdzielczy,9367514502,,
yes,W kapsule na rynku,,,,no,52.0128494,,16.5264581,,,24/7,Gmina Śmigiel,9367545197,+48 655 180 003,
yes,Przy wejściu do urzędu,,,,no,52.3631892,,16.3183928,,,24/7,,9367557481,,
yes,Na ścianie remizy Ochotniczej Straży Pożarnej w Chraplewie,,,,no,52.4009635,,16.2827325,,,24/7,,9367727720,,
yes,Przy głównym wejściu do urzędu,,,,no,52.4735219,,16.8729357,,,24/7,Urząd Gminy Suchy Las,9367872256,,
yes,Na ścianie przy wejściu do budynku,,,,no,50.623631,,19.68095,,,24/7,,9367990422,,
yes,Na ścianie przy wejściu do budynku,,,,no,50.5681063,,19.5642677,,,24/7,,9367990423,,
yes,Na ścianie budynku,,,,no,50.4481512,,19.5188918,,,24/7,,9367990424,,
,Na ścianie budynku,,,,no,50.4857822,,19.3386092,,,24/7,,9367990425,,
yes,Na ścianie przy wejściu do budynku,,,,no,50.6196371,,19.823927,,,24/7,,9367990426,,
yes,Na ścianie budynku,,,,no,50.4934448,,19.4172949,,,24/7,,9367990427,,
,Na ścianie budynku,,,,no,50.4834989,,19.443951,,,24/7,,9367990428,,
yes,Na ścianie przy wejściu do budynku,,,,no,50.4807656,,19.4314595,,,24/7,,9367990429,,
customers,Na każdym piętrze Urzędu Miejskiego w Obornikach,,,,yes,52.6529139,,16.8193258,,,Mo 8:00-15:30; Tu-Fr 7:30-14:30,,9368017839,,
customers,w budynku Starostwa Powiatowego w Obornikach,,,,yes,52.6475758,,16.8174044,,,Mo 8:00-17:00; Tu-Fr 7:00-15:00,,9368017840,,
,,,,,,50.1732962,,19.7406359,,,,,9368243442,,
yes,W recepcji po prawej stronie,,,,yes,50.4845022,,19.434803,,,24/7,,9368300234,,
yes,Na ścianie budynku przy wejściu do sklepu,,,,no,50.5126142,,19.5383167,,,24/7,,9368366115,,
yes,Na ścianie budynku między bramami garażowymi,,,,no,50.5030272,,19.3935813,,,24/7,Ochotnicza Straż Pożarna w Marciszowie,9368379083,,
yes,Na ogrodzeniu przy bramie od strony kościoła,,,,no,50.5612933,,19.5697366,,,24/7,,9368558632,,
,,,"przy bocznym, południowym wejściu do kościoła, wewnątrz budynku",,yes,51.2048429,,16.211168,,,,Parafia pw. Podwyższenia Krzyża Świętego,9370878310,,
yes,Przy wejściu do szkoły,,,,no,52.8076443,,16.6318346,,,24/7,Szkoła Podstawowa w Młynkowie,9371188191,+48 67 255 17 22,
permit,W recepcji,,,,yes,52.4636386,,16.6588057,,,Mo 8:30-18:00; Tu-Th 7:30-15:30; Fr 7:30-14:00; Sa-Su off,Urząd Gminy Tarnowo Podgórne,9371276024,,
,Przy wejściu po lewej stronie,,,,yes,52.3529408,,16.8314208,,,,Decathlon,9371362508,,
permissive,Blisko wejścia,,,,yes,52.3525205,,16.8332133,,,,Leroy Merlin,9371362512,,
permit,W ambulatorium,,,,yes,52.3542719,,16.834855,,,,Auchan Komorniki,9371375017,,
permissive,"Blisko wyjścia, przy kasach",,,,yes,52.3565728,,16.8428535,,,,Castorama,9371375025,,
private,Przy wejściu C do budynku (dostępność dla pracowników),,,,no,54.3692074,,18.3608924,,,24/7,Rockfin,9372049447,,
,,,,,yes,52.2014375,,21.0339866,,,,Biedronka,9372773552,,
private,,,,,yes,53.1407428,,23.1750565,,,Mo-Sa 07:00-21:00,Biedronka,9372773553,,
,,,,,yes,52.1657283,,22.2684427,,,,Biedronka,9372773554,,
,,,,,yes,52.5496116,,19.6891358,,,,Biedronka,9372773555,,
customers,Wewnątrz marketu Biedronka,,,,yes,51.3929038,,21.156644,,,Mo-Th 06:00-22:00; Fr-Sa 06:00-23:00,Biedronka,9372773556,,
,,,,,yes,50.9253021,,16.1035305,,,,Biedronka,9372773557,,
,,,,,yes,51.6707198,,16.5331278,,,,Biedronka,9372773558,,
,,,,,yes,52.1664466,,15.834825,,,,Biedronka,9372773559,,
,,,,,yes,52.4050546,,16.9323989,,,,Biedronka,9372773560,,
,,,,,yes,52.3989674,,16.9610963,,,,Biedronka,9372773561,,
,,,,,yes,52.4114485,,16.8685583,,,,Biedronka,9372773562,,
,,,,,yes,53.5955481,,19.5653619,,,,Biedronka,9372773563,,
,,,,,yes,53.0106166,,18.607108,,,,Biedronka,9372773564,,
,,,,,yes,49.5685999,,19.0903186,,,,Biedronka,9372773566,,
,,,,,yes,50.2737186,,18.8695477,,,,Biedronka,9372773567,,
,,,,,yes,50.2619261,,19.0260393,,,,Biedronka,9372773568,,
,,,,,yes,50.674107,,17.9617719,,,,Biedronka,9372773569,,
,,,,,yes,51.0626163,,17.0825677,,,,Biedronka,9372773570,,
yes,"na słupie przy kasach, na wprost wejścia",,,,yes,51.1230731,,17.0520215,,,Mo-Sa 07:00-21:00; Su 09:00-20:00,Biedronka,9372773571,,
,,,,,yes,50.0914424,,19.9887077,,,,Biedronka,9372773572,,
,,,,,yes,49.6170512,,20.6988384,,,,Biedronka,9372773573,,
yes,Sklep Biedronka,,,,yes,50.0195209,,21.9941055,,,Mo-Sa 05:00–23:30; Su 09:00–20:00,Biedronka,9372773574,,
,,,,,yes,51.7380542,,19.4272528,,,,Biedronka,9372773575,,
,,,,,yes,50.8393777,,19.1267992,,,,Biedronka,9372773576,,
,,,,,yes,51.7504359,,18.0677433,,,,Biedronka,9372773577,,
,,,,,yes,53.9281795,,14.4456445,,,,Biedronka,9372773578,,
