name,phone,email,city,street,buildNr,postalCode,specialization,lat,lon
Oddział położniczo-ginekologiczny,"lek. 632805542, piel. 632805543",sekretariat@szpital.turek.pl,Turek,Poduchowne,1,62-700,Oddział położniczo-ginekologiczny,52.9154671,22.52234943288953
Oddział położniczo-ginekologiczny,"kier. 67 26-81-532, piel. oddz. 67 26-81-558",polozniczy@szpitalwagrowiec.pl,Wągrowiec,Kościuszki,74.,62-100,Oddział położniczo-ginekologiczny,52.9154671,22.52234943288953
Oddział położniczo-ginekologiczny,"lek. 68 347 73 38,  pielęgn.ginek.  68 347 73 36",sekretariat@spzozwolsztyn.pl,Wolsztyn,Wschowska,3,64-200,Oddział położniczo-ginekologiczny,52.9154671,22.52234943288953
Oddział położniczo-ginekologiczny,"cent. 067- 263 22 33, lek. wew.446, piel. wew. 451",sekretariat@szpital.zlotow.pl,Złotów,Szpitalna,28.,77-400,Oddział położniczo-ginekologiczny,52.9154671,22.52234943288953
Oddział psychiatryczny (ogólny),Cent. 67 263 22 33 wew.429,sekretariat@szpital.zlotow.pl,Złotów,Szpitalna,28,77-400,Oddział psychiatryczny (ogólny),52.9154671,22.52234943288953
Szpitalny oddział ratunkowy,"lek. 67 35 23 261, piel. 673523260, 673523264 ",sor@szpital-trzcianka.pl,Trzcianka,gen. Władysława Sikorskiego,9,64-980,Szpitalny oddział ratunkowy,52.9154671,22.52234943288953
Szpitalny oddział ratunkowy,"61 2228169, 61 2228181",poczta@szpitalpomnik.pl,Gniezno,3 Maja,37,62-200,Szpitalny oddział ratunkowy,52.9154671,22.52234943288953
Szpitalny oddział ratunkowy,"62 3322 165, 62 3322 176",ratownictwo@szpitaljarocin.pl,Jarocin,Szpitalna,1,63-200,Szpitalny oddział ratunkowy,52.9154671,22.52234943288953
Szpitalny oddział ratunkowy,"62 765 1277, 62 765 1272, 62 765 1274 ",sekretariat@szpital.kalisz.pl,Kalisz,Poznańska,79,62-800,Szpitalny oddział ratunkowy,52.9154671,22.52234943288953
Szpitalny oddział ratunkowy," 62 782 73 04, 62 782 73 37",sekretariat@szpital.kepno.pl,Kępno,Szpitalna,7.,63-600,Szpitalny oddział ratunkowy,52.9154671,22.52234943288953
Szpitalny oddział ratunkowy,"63 2404603, 63 240 4609, 63 240 4608, 63 240 4602",sor@szpital-konin.pl,Konin,Szpitalna,45,62-504,Szpitalny oddział ratunkowy,52.9154671,22.52234943288953
Szpitalny oddział ratunkowy,"65 512 14 64,  65 525 03 62, 65 525 03 66",sor@szpital.koscian.pl,Kościan,Szpitalna,7,64-000,Szpitalny oddział ratunkowy,52.9154671,22.52234943288953
Szpitalny oddział ratunkowy,"625821433, piel. 62 582 14 01, Lek.: 62 582 14 59",spzoz@krotoszyn.pl,Krotoszyn,Mickiewicza,21,63-700,Szpitalny oddział ratunkowy,52.9154671,22.52234943288953
Szpitalny oddział ratunkowy,"Sek. 65 52 53 502, pielęgn.:655253510, 655253509",wsz@wsz.leszno.pl,Leszno,Jana Kiepury,45,64-100,Szpitalny oddział ratunkowy,52.9154671,22.52234943288953
Szpitalny oddział ratunkowy,"668 276 636, 660 761 185, 95 74 82 011",spzozmiedzychod@spzoz-miedzychod.com.pl,Międzychód,Szpitalna,10,64-400,Szpitalny oddział ratunkowy,52.9154671,22.52234943288953
Szpitalny oddział ratunkowy,"614427427, 61 44 27 428 ",sekretariat@szpital-nowytomysl.pl,Nowy Tomyśl,Henryka Sienkiewicza,3.,64-300,Szpitalny oddział ratunkowy,52.9154671,22.52234943288953
Szpitalny oddział ratunkowy,"62 595 13 11, 62 595 131, 62 595 13 19",szpital@szpital.osw.pl,Ostrów Wielkopolski,Bolesława Limanowskiego,20/22,63-400,Szpitalny oddział ratunkowy,52.9154671,22.52234943288953
Szpitalny oddział ratunkowy,"67 2106 582, 67 2106 580, 67 2106 581, 67 2106 580",sor@szpital.pila.pl,Piła,Ludwika Rydygiera,1,64-920,Szpitalny oddział ratunkowy,52.9154671,22.52234943288953
Szpitalny oddział ratunkowy,"627420888, lek. 62 74 20 861, piel. 62 74 20 864",sekretariat@szpitalpleszew.pl,Pleszew,Poznańska,125a,63-300,Szpitalny oddział ratunkowy,52.9154671,22.52234943288953
Szpitalny oddział ratunkowy,"61 8 212364, 618212464, koord. SOR . 61 82 12 369",sor@lutycka.pl,Poznań,Juraszów,7-19,60-479,Szpitalny oddział ratunkowy,52.9154671,22.52234943288953
Szpitalny oddział ratunkowy,"61 8739 346, 519 131350, 61 8739 432",sor@szpital-strusia.poznan.pl,Poznań,Szwajcarska,3,61-285,Szpitalny oddział ratunkowy,52.9154671,22.52234943288953
Szpitalny oddział ratunkowy,"612274181,612274182, kom. 784404816, 784642326  ",sekretariat@cmhcp.eu,Poznań,28 Czerwca 1956 r.,194,61-485,Szpitalny oddział ratunkowy,52.9154671,22.52234943288953
Szpitalny oddział ratunkowy,"lek. 61/89-84-138, rej. 618984138, 618984111",sor@szpitalwpuszczykowie.com.pl,Puszczykowo,Józefa Ignacego Kraszewskiego,11,62-041,Szpitalny oddział ratunkowy,52.9154671,22.52234943288953
Szpitalny oddział ratunkowy,61 29 27 157,pogotowie@szamotuly.med.pl,Szamotuły,Sukiennicza,13.,64-500,Szpitalny oddział ratunkowy,52.9154671,22.52234943288953
Szpitalny oddział ratunkowy,"Centrala: 612854031: w. 305, 612854305,885 493 151",sor@szpitalsredzki.pl,Środa Wielkopolska,Żwirki i Wigury,10,63-000,Szpitalny oddział ratunkowy,52.9154671,22.52234943288953
Szpitalny oddział ratunkowy,"lek. 61 281 56 42, pielęgn. 61 28156 18, 612815443",sekretariat@szpital-srem.pl,Śrem,Józefa Chełmońskiego,.1,63-100,Szpitalny oddział ratunkowy,52.9154671,22.52234943288953
Szpitalny oddział ratunkowy,"691112254, 67 26 81 502",sor@szpitalwagrowiec.pl,Wągrowiec,Kościuszki,74.,62-100,Szpitalny oddział ratunkowy,52.9154671,22.52234943288953
Szpitalny oddział ratunkowy,"672632233 wew. 470,  419 – dyżurka ratowników",sekretariat@szpital.zlotow.pl,Złotów,Szpitalna,28,77-400,Szpitalny oddział ratunkowy,52.9154671,22.52234943288953
Szpitalny oddział ratunkowy,89 6752399,ratunkowy@szpital-bartoszyce.pl,Bartoszyce,Kardynała Wyszyńskiego,11,11-200,Szpitalny oddział ratunkowy,52.9154671,22.52234943288953
Oddział neurologiczny,41 240 12 68,sekretariat.olkusz@nowyszpital.pl,Olkusz,1000-lecia,13,32-300,Oddział neurologiczny,52.9154671,22.52234943288953
Szpitalny oddział ratunkowy,"89 5386511, 89 5386432",sor@wss.olsztyn.pl,Olsztyn,Żołnierska,18,10-561,Szpitalny oddział ratunkowy,52.9154671,22.52234943288953
Szpitalny oddział ratunkowy,"23 6972124, 508 462 227",sor@spzoz-dzialdowo.pl,Działdowo,Leśna,1,13-200,Szpitalny oddział ratunkowy,52.9154671,22.52234943288953
Szpitalny oddział ratunkowy,"55 2395811, 55 2395711, 501 263 878",izba@szpital.elblag.pl,Elbląg,Królewiecka,146,82-300,Szpitalny oddział ratunkowy,52.9154671,22.52234943288953
Szpitalny oddział ratunkowy,261 332 813,sorlek@1wszk.elk.pl,Ełk,Tadeusza Kościuszki,30,19-300,Szpitalny oddział ratunkowy,52.9154671,22.52234943288953
Szpitalny oddział ratunkowy,89 6449667  ,izbaprzyjec@szpital.ilawa.pl,Iława,gen. Władysława Andersa,3,14-200,Szpitalny oddział ratunkowy,52.9154671,22.52234943288953
Szpitalny oddział ratunkowy,89 7419411 ,sor@szpital-mragowo.pl,Mrągowo,Wolności,3,11-700,Szpitalny oddział ratunkowy,52.9154671,22.52234943288953
Oddział chirurgii urazowo-ortopedycznej,"89 5398200 KSOR,  89 5398000 Centrala",sek.sor@poliklinika.net,Olsztyn,Aleja Wojska Polskiego,37,10-228,Oddział chirurgii urazowo-ortopedycznej,52.9154671,22.52234943288953
Szpitalny oddział ratunkowy dla dzieci,89 5393305,sor@wssd.olsztyn.pl,Olsztyn,Żołnierska,18a,10-561,Szpitalny oddział ratunkowy dla dzieci,52.9154671,22.52234943288953
Szpitalny oddział ratunkowy,"89 5398200 KSOR,  89 5398000 Centrala",sek.sor@poliklinika.net,Olsztyn,Aleja Wojska Polskiego,37,10-228,Szpitalny oddział ratunkowy,52.9154671,22.52234943288953
Szpitalny oddział ratunkowy,500 444 694,d.pijewski@szpitalpisz.pl,Pisz,Henryka Sienkiewicza,2,12-200,Szpitalny oddział ratunkowy,52.9154671,22.52234943288953
WARMIŃSKO-MAZURSKIE,87 520 22 95 lub 96 wew.331,izba@olmedica.pl,19-400,1,,ul.,,52.9154671,22.52234943288953
Izba przyjęć szpitala,87 6209512,izba_pm@szpital.elk.pl,Ełk,Baranki,24,19-300,Izba przyjęć szpitala,52.9154671,22.52234943288953
Izba przyjęć szpitala,"664 358 067,  664 358 050",izba.przyjec@szpital-ketrzyn.pl,Kętrzyn,Marii Curie-Skłodowskiej,2,11-400,Izba przyjęć szpitala,52.9154671,22.52234943288953
Izba przyjęć szpitala,89 6250518,izbaprzyjec@zoz.nidzica.pl,Nidzica,Mickiewicza,25,13-100,Izba przyjęć szpitala,52.9154671,22.52234943288953
Izba przyjęć szpitala,89 7156287,info@szpital-biskupiec.pl,Biskupiec,Armii Krajowej,8,11-300,Izba przyjęć szpitala,52.9154671,22.52234943288953
Izba przyjęć szpitala,89 5245401,izba_przyjec@szpital.uwm.edu.pl,Olsztyn,Aleja Warszawska,30,10-082,Izba przyjęć szpitala,52.9154671,22.52234943288953
Izba przyjęć szpitala,89 6168228,izbaprzyjec@szpitaldobremiasto.pl,Dobre Miasto,Grunwaldzka,10 B,11-040,Izba przyjęć szpitala,52.9154671,22.52234943288953
Izba przyjęć szpitala,89 7677511,izba.przyjec@zozlw.pl,Lidzbark Warmiński,Bartoszycka,3,11-100,Izba przyjęć szpitala,52.9154671,22.52234943288953
Izba przyjęć szpitala,89 532 62 05,ip@szpital.olsztyn.pl,Olsztyn,Niepodległości,44,10-045,Izba przyjęć szpitala,52.9154671,22.52234943288953
Izba przyjęć szpitala,55 6208467,izba@szpital-braniewo.home.pl,Braniewo,Moniuszki,13,14-500,Izba przyjęć szpitala,52.9154671,22.52234943288953
Izba przyjęć szpitala,89 7574231 wew. 393,izba.przyjec@szpitalmorag.pl,Morąg,Generała Jana Henryka Dąbrowskiego,16,14-300,Izba przyjęć szpitala,52.9154671,22.52234943288953
Izba przyjęć szpitala,89 6460600,izba@szpital-ostroda.pl,Ostróda,Władysława Jagiełły,1,14-100,Izba przyjęć szpitala,52.9154671,22.52234943288953
Izba przyjęć szpitala,56 4724117,zoznowemiasto@wp.pl,Nowe Miasto Lubawskie,Mickiewicza,10,13-300,Izba przyjęć szpitala,52.9154671,22.52234943288953
Izba przyjęć szpitala,55 2394444,izba.ess@elblag.com.pl,Elbląg,Jana Amosa Komeńskiego,35,82-300,Izba przyjęć szpitala,52.9154671,22.52234943288953
WARMIŃSKO-MAZURSKIE,789 869 609,interna_paslek@wp.pl,14-400,24 A,,ul.,,52.9154671,22.52234943288953
Izba przyjęć szpitala, 87 4273252 wew. 112,izbaprzyjec@szpitalwegorzewo.pl,Węgorzewo,3 Maja,17,11-600,Izba przyjęć szpitala,52.9154671,22.52234943288953
Izba przyjęć szpitala,55 2304218,izbaprzyjec@szpitalmiejski.elblag.pl,Elbląg,Stefana Żeromskiego,22,82-300,Izba przyjęć szpitala,52.9154671,22.52234943288953
Szpitalny oddział ratunkowy,41 3671301,szpital@wszzkielce.pl,Kielce,Grunwaldzka,45,25-736,Szpitalny oddział ratunkowy,52.9154671,22.52234943288953
Szpitalny oddział ratunkowy,41 3902350,sekretar@zoz.konskie.pl,Końskie,Gimnazjalna,41 B,26-200,Szpitalny oddział ratunkowy,52.9154671,22.52234943288953
Szpitalny oddział ratunkowy,41 3417800,sekretariat@szpitalkielecki.pl,Kielce,Generała Tadeusza Kościuszki,25,25-316,Szpitalny oddział ratunkowy,52.9154671,22.52234943288953
Szpitalny oddział ratunkowy,41 3956200,zoz@zoz.com.pl,Skarżysko-Kamienna,Szpitalna,1,26-110,Szpitalny oddział ratunkowy,52.9154671,22.52234943288953
Szpitalny oddział ratunkowy,41 2739113  ,info@szpital.starachowice.pl,Starachowice,Batalionów Chłopskich,6,27-200,Szpitalny oddział ratunkowy,52.9154671,22.52234943288953
Szpitalny oddział ratunkowy,41 2664421,sekretariat@zoz.ostrowiec.pl,Ostrowiec Świętokrzyski,Karola Szymanowskiego,11,27-400,Szpitalny oddział ratunkowy,52.9154671,22.52234943288953
Szpitalny oddział ratunkowy,15 8330614   ,szpital@sand.pl,Sandomierz,dr. Zygmunta Schinzla,13,27-600,Szpitalny oddział ratunkowy,52.9154671,22.52234943288953
Szpitalny oddział ratunkowy,41 3861154,sekretariat@szpital-jedrzejow.pl,Jędrzejów,Małogoska,25,28-300,Szpitalny oddział ratunkowy,52.9154671,22.52234943288953
Szpitalny oddział ratunkowy,15 8648608,sekretariat@szpitalstaszow.pl,Staszów,11 Listopada,78,28-200,Szpitalny oddział ratunkowy,52.9154671,22.52234943288953
Szpitalny oddział ratunkowy,95 765 25 24,sekretariat@spzozchoszczno.pl,Choszczno,Niedziałkowskiego,4A,73-200,Szpitalny oddział ratunkowy,52.9154671,22.52234943288953
Szpitalny oddział ratunkowy,91 578 92 70,sor@zozstargard.pl,Stargard,Wojska Polskiego,27,73-110,Szpitalny oddział ratunkowy,52.9154671,22.52234943288953
Szpitalny oddział ratunkowy,91 384 20 61,szpital@medicam.pl,Gryfice,Niechorska,27,72-300,Szpitalny oddział ratunkowy,52.9154671,22.52234943288953
Szpitalny oddział ratunkowy,94 348 84 00,szpital@swk.med.pl,Koszalin,Tytusa Chałubińskiego,7,75-581,Szpitalny oddział ratunkowy,52.9154671,22.52234943288953
Szpitalny oddział ratunkowy,91 425 30 00,szpital@spsk1.szn.pl,Szczecin,Unii Lubelskiej,1,71-252,Szpitalny oddział ratunkowy,52.9154671,22.52234943288953
Szpitalny oddział ratunkowy,94 372 67 00,sekretariat@szpital.szczecinek.pl,Szczecinek,Kościuszki,38,78-400,Szpitalny oddział ratunkowy,52.9154671,22.52234943288953
Szpitalny oddział ratunkowy,91 813 90 00,spwsz@spwsz.szczecin.pl,Szczecin,Arkońska,4,71-455,Szpitalny oddział ratunkowy,52.9154671,22.52234943288953
Szpitalny oddział ratunkowy,91 442 72 00,spwsz@spwsz.szczecin.pl,Szczecin,Alfreda Sokołowskiego,11,70-891,Szpitalny oddział ratunkowy,52.9154671,22.52234943288953
Oddział anestezjologii i intensywnej terapii,91 425 30 00,szpital@spsk1.szn.pl,Szczecin,Unii Lubelskiej,1,71-252,Oddział anestezjologii i intensywnej terapii,52.9154671,22.52234943288953
Oddział anestezjologii i intensywnej terapii,91 425 30 00,szpital@spsk1.szn.pl,Szczecin,Unii Lubelskiej,1,71-252,Oddział anestezjologii i intensywnej terapii,52.9154671,22.52234943288953
WARMIŃSKO-MAZURSKIE,87 520 22 95 lub 96 wew.331,izba@olmedica.pl,19-400,1,,ul.,,52.9154671,22.52234943288953
Oddział chirurgiczny ogólny,87 6209512,izba_pm@szpital.elk.pl,Ełk,Baranki,24,19-300,Oddział chirurgiczny ogólny,52.9154671,22.52234943288953
Oddział chirurgiczny ogólny,500 444 694,d.pijewski@szpitalpisz.pl,Pisz,Henryka Sienkiewicza,2,12-200,Oddział chirurgiczny ogólny,52.9154671,22.52234943288953
Oddział chirurgiczny ogólny,89 7419411,sor@szpital-mragowo.pl,Mrągowo,Wolności,3,11-700,Oddział chirurgiczny ogólny,52.9154671,22.52234943288953
Oddział chirurgiczny ogólny,"664 358 067,  664 358 050",izba.przyjec@szpital-ketrzyn.pl,Kętrzyn,Marii Curie-Skłodowskiej,2,11-400,Oddział chirurgiczny ogólny,52.9154671,22.52234943288953
Oddział chirurgiczny ogólny,89 6752399,ratunkowy@szpital-bartoszyce.pl,Bartoszyce,Kardynała Wyszyńskiego,11,11-200,Oddział chirurgiczny ogólny,52.9154671,22.52234943288953
Oddział chirurgiczny ogólny,89 6232121,sorszczytno@szpital.szczytno.pl,Szczytno,Marii Curie-Skłodowskiej,12,12-100,Oddział chirurgiczny ogólny,52.9154671,22.52234943288953
Oddział chirurgiczny ogólny,89 6250518,izbaprzyjec@zoz.nidzica.pl,Nidzica,Mickiewicza,25,13-100,Oddział chirurgiczny ogólny,52.9154671,22.52234943288953
Oddział chirurgiczny ogólny,89 7156287,info@szpital-biskupiec.pl,Biskupiec,Armii Krajowej,8,11-300,Oddział chirurgiczny ogólny,52.9154671,22.52234943288953
Oddział chirurgiczny ogólny,"89 5386511, 89 5386432",sor@wss.olsztyn.pl,Olsztyn,Żołnierska,18,10-561,Oddział chirurgiczny ogólny,52.9154671,22.52234943288953
Oddział chirurgiczny ogólny,89 5326217,chirurgia@szpital.olsztyn.pl,Olsztyn,Niepodległości,44,10-045,Oddział chirurgiczny ogólny,52.9154671,22.52234943288953
Oddział chirurgiczny ogólny,89 5245401,izba_przyjec@szpital.uwm.edu.pl,Olsztyn,Aleja Warszawska,30,10-082,Oddział chirurgiczny ogólny,52.9154671,22.52234943288953
Oddział chirurgiczny ogólny,"55 6208341,  55 6208342",chirurgia@szpital-braniewo.home.pl,Braniewo,Moniuszki,13,14-500,Oddział chirurgiczny ogólny,52.9154671,22.52234943288953
Oddział chirurgiczny ogólny,89 6460600,izba@szpital-ostroda.pl,Ostróda,Władysława Jagiełły,1,14-100,Oddział chirurgiczny ogólny,52.9154671,22.52234943288953
Oddział chirurgiczny ogólny,"23 6972124, 508 462 227",sor@spzoz-dzialdowo.pl,Działdowo,Leśna,1,13-200,Oddział chirurgiczny ogólny,52.9154671,22.52234943288953
Oddział chirurgiczny ogólny,56 4724117,zoznowemiasto@wp.pl,Nowe Miasto Lubawskie,Mickiewicza,10,13-300,Oddział chirurgiczny ogólny,52.9154671,22.52234943288953
Oddział chirurgiczny ogólny,89 6449667,izbaprzyjec@szpital.ilawa.pl,Iława,gen. Władysława Andersa,3,14-200,Oddział chirurgiczny ogólny,52.9154671,22.52234943288953
Oddział chirurgiczny ogólny,"55 2395811, 55 2395711, 501 263 878",izba@szpital.elblag.pl,Elbląg,Królewiecka,146,82-300,Oddział chirurgiczny ogólny,52.9154671,22.52234943288953
Oddział chirurgiczny ogólny,55 2394444,izba.ess@elblag.com.pl,Elbląg,Jana Amosa Komeńskiego,35,82-300,Oddział chirurgiczny ogólny,52.9154671,22.52234943288953
Oddział chirurgiczny ogólny,"89 5398200 KSOR,  89 5398000 Centrala",sek.sor@poliklinika.net,Olsztyn,Aleja Wojska Polskiego,37,10-228,Oddział chirurgiczny ogólny,52.9154671,22.52234943288953
Oddział anestezjologii i intensywnej terapii dla dzieci,91 425 30 00,szpital@spsk1.szn.pl,Szczecin,Unii Lubelskiej,1,71-252,Oddział anestezjologii i intensywnej terapii dla dzieci,52.9154671,22.52234943288953
Oddział neurologiczny,91 425 30 00,szpital@spsk1.szn.pl,Szczecin,Unii Lubelskiej,1,71-252,Oddział neurologiczny,52.9154671,22.52234943288953
Oddział neurochirurgiczny,91 425 30 00,szpital@spsk1.szn.pl,Szczecin,Unii Lubelskiej,1,71-252,Oddział neurochirurgiczny,52.9154671,22.52234943288953
Oddział pediatryczny,91 425 30 00,szpital@spsk1.szn.pl,Szczecin,Unii Lubelskiej,1,71-252,Oddział pediatryczny,52.9154671,22.52234943288953
Oddział chirurgiczny ogólny,91 425 30 00,szpital@spsk1.szn.pl,Szczecin,Unii Lubelskiej,1,71-252,Oddział chirurgiczny ogólny,52.9154671,22.52234943288953
Oddział chirurgii onkologicznej dla dzieci,91 425 30 00,szpital@spsk1.szn.pl,Szczecin,Unii Lubelskiej,1,71-252,Oddział chirurgii onkologicznej dla dzieci,52.9154671,22.52234943288953
Oddział chirurgii onkologicznej,91 425 30 00,szpital@spsk1.szn.pl,Szczecin,Unii Lubelskiej,1,71-252,Oddział chirurgii onkologicznej,52.9154671,22.52234943288953
Oddział chirurgii urazowo-ortopedycznej,91 425 30 00,szpital@spsk1.szn.pl,Szczecin,Unii Lubelskiej,1,71-252,Oddział chirurgii urazowo-ortopedycznej,52.9154671,22.52234943288953
Oddział chirurgii urazowo-ortopedycznej dla dzieci,91 425 30 00,szpital@spsk1.szn.pl,Szczecin,Unii Lubelskiej,1,71-252,Oddział chirurgii urazowo-ortopedycznej dla dzieci,52.9154671,22.52234943288953
Oddział pediatryczny,91 425 30 00,szpital@spsk1.szn.pl,Szczecin,Unii Lubelskiej,1,71-252,Oddział pediatryczny,52.9154671,22.52234943288953
Oddział reumatologiczny,91 425 30 00,szpital@spsk1.szn.pl,Szczecin,Unii Lubelskiej,1,71-252,Oddział reumatologiczny,52.9154671,22.52234943288953
Oddział endokrynologiczny,91 425 30 00,szpital@spsk1.szn.pl,Szczecin,Unii Lubelskiej,1,71-252,Oddział endokrynologiczny,52.9154671,22.52234943288953
Oddział anestezjologii i intensywnej terapii,91 425 30 00,szpital@spsk1.szn.pl,Szczecin,Unii Lubelskiej,1,71-252,Oddział anestezjologii i intensywnej terapii,52.9154671,22.52234943288953
Oddział chirurgiczny ogólny,91 425 30 00,szpital@spsk1.szn.pl,Police,Siedlecka,2,72-010,Oddział chirurgiczny ogólny,52.9154671,22.52234943288953
Oddział anestezjologii i intensywnej terapii,91 466 10 00,spsk2@spsk2-szczecin.pl,Szczecin,Powstańców Wielkopolskich,72,70-111,Oddział anestezjologii i intensywnej terapii,52.9154671,22.52234943288953
Oddział kardiologiczny,91 466 10 00,spsk2@spsk2-szczecin.pl,Szczecin,Powstańców Wielkopolskich,72,70-111,Oddział kardiologiczny,52.9154671,22.52234943288953
Oddział kardiochirurgiczny,91 466 10 00,spsk2@spsk2-szczecin.pl,Szczecin,Powstańców Wielkopolskich,72,70-111,Oddział kardiochirurgiczny,52.9154671,22.52234943288953
Oddział transplantologiczny,91 466 10 00,spsk2@spsk2-szczecin.pl,Szczecin,Powstańców Wielkopolskich,72,70-111,Oddział transplantologiczny,52.9154671,22.52234943288953
Oddział nefrologiczny,91 466 10 00,spsk2@spsk2-szczecin.pl,Szczecin,Powstańców Wielkopolskich,72,70-111,Oddział nefrologiczny,52.9154671,22.52234943288953
Oddział anestezjologii i intensywnej terapii,91 813 90 00,spwsz@spwsz.szczecin.pl,Szczecin,Arkońska,4,71-455,Oddział anestezjologii i intensywnej terapii,52.9154671,22.52234943288953
Szpitalny oddział ratunkowy,18 201 20 21 wew. 100;  kom. 797 181 690,sekretariat@szpital-zakopane.pl,Zakopane,Kamieniec,10,34-500,Szpitalny oddział ratunkowy,52.9154671,22.52234943288953
